Name,Play
Jack Pistner,walked (3-0 BBBB); T. Neels advanced to second.
Robert Murphy,flied out to cf (2-1 BBK).
Adam Hicks,grounded out to 2b (1-0 B).
Alexey Stout,struck out looking (3-2 BKBFBK).
Brendan Laqui,doubled to left field (0-0).
Brendan Laqui,"out at third p to 2b to ss to p, picked off."
Ryan Wootten,to p for C. Wong.
Matthew Vivona,struck out swinging (0-2 FFS).
Jack Pistner,grounded out to 2b (2-1 BKB).
Robert Murphy,lined out to 2b (0-2 KF).
Adam Hicks,struck out swinging (0-2 KKFS).
Tyler Lizell,to p for R. Wootten.
Alexey Stout,hit by pitch (1-0 B).
Brendan Laqui,flied out to cf (1-0 B).
Matthew Vivona,"grounded out to c, SAC, bunt (0-0); A. Stout advanced to second."
Matt Nichols,pinch hit for T. Neels.
Matt Nichols,grounded out to c (3-2 KBSFBB).
Matt Nichols,to rf.
Jack Amirata,struck out swinging (2-2 BKBSS).
Jack Pistner,flied out to lf (0-2 KK).
Jack Burke,singled to right field (0-1 S); D. Preziuso advanced to second.
Robert Murphy,flied out to lf (3-2 BKBBK).
Adam Hicks,flied out to cf (0-0).
Alexey Stout,lined out to lf (2-2 KBFB).
Brian Andersen,flied out to lf (1-1 KB).
Connor Stewart,to p for J. Passeck.
Jack Amirata,"grounded out to 2b, RBI (0-1 K); D. Preziuso advanced to third; W. Bercaw scored."
Jack Pistner,"grounded out to 1b unassisted, RBI (1-1 BF); D. Preziuso scored."
Jack Burke,"singled to third base, bunt (0-0)."
Jack Burke,stole second.
Jack Burke,stole third.
Robert Murphy,grounded out to 2b (3-2 BBKFB).
Adam Hicks,grounded out to ss (0-1 K).
Alexey Stout,grounded out to c (3-2 BBBKF).
Brian Andersen,singled to left field (1-2 KSB).
Brian Andersen,stole second.
Jack Amirata,walked (3-2 FKBBFBFB).
Jack Pistner,reached on a fielder's choice to first base (0-1 K); J. Amirata out at second 1b to ss; D. Preziuso advanced to third.
Jack Burke,"grounded out to p, SAC, RBI (0-0); J. Pistner advanced to second; D. Preziuso scored."
Robert Murphy,"singled to center field, RBI (1-2 FKBF); J. Pistner scored."
Robert Murphy,stole second.
Adam Hicks,flied out to rf (1-2 KBF).
Brett Townsley,to p for E. Ofeck.
Alexey Stout,walked (3-2 KBBKBFFB).
Brian Andersen,singled through the right side (2-1 BKB); A. Stout advanced to third.
Brian Andersen,stole second.
Jack Amirata,intentionally walked.
Jack Pistner,intentionally walked; J. Amirata advanced to second.
Jack Burke,"reached on a fielding error by 3b, RBI (0-0); J. Pistner advanced to second; J. Amirata advanced to third; D. Preziuso scored."
Robert Murphy,"walked, RBI (3-2 BBBKSB); J. Burke advanced to second; J. Pistner advanced to third; J. Amirata scored."
Adam Hicks,"flied out to rf, SF, RBI (1-0 B); J. Pistner scored, unearned."
Robert Murphy,"out at second c to ss, caught stealing."
Matt Nichols,to cf for J. Burke.
Adam Hicks,to rf.
Alexey Stout,struck out swinging (2-2 KBSBS).
Brian Andersen,struck out swinging (2-2 KBKFBFS).
Jack Amirata,walked (3-2 BKBBFB); D. Preziuso advanced to third on a wild pitch; W. Bercaw scored on a wild pitch.
Jack Amirata,"advanced to second on a throwing error by p, failed pickoff attempt; D. Preziuso scored on the error, unearned."
Jack Pistner,struck out swinging (1-2 SFBFS).
Matthew Vivona,to 3b for J. Pistner.
Matt Nichols,grounded out to ss (0-0).
Robert Murphy,flied out to cf (2-1 KBB).
Adam Hicks,walked (3-2 BSBBFFB).
Adam Hicks,stole second.
Alexey Stout,struck out swinging (1-2 KKBFS).
James Weedon,to p for P. Clementi.
Jack Pistner,flied out to lf (0-0).
Jack Burke,singled up the middle (3-2 BFBFBF).
Adam Hicks,grounded out to 3b (1-2 FFB); J. Burke advanced to second.
Jack Burke,advanced to third on a passed ball.
Jack Burke,"scored on a wild pitch, unearned."
Robert Murphy,struck out looking (2-2 BBFKK).
Alexey Stout,grounded out to ss (1-2 FFB).
Brendan Laqui,walked (3-2 BBFBFB).
Jack Pistner,"flied out to cf, SF, RBI (1-2 SFB); D. Preziuso scored."
Jack Burke,grounded out to ss (0-0).
Adam Hicks,grounded out to 3b (1-1 SB).
Robert Murphy,popped up to ss (0-1 S).
Alexey Stout,singled up the middle (2-1 KBB).
Alexey Stout,stole second.
Brendan Laqui,walked (3-2 BSFBBB).
Jack Pistner,grounded out to 2b (2-1 BBS).
James Weedon,to p for WilkieViscio.
Jack Burke,struck out looking (1-2 KBFK).
Adam Hicks,singled down the lf line (1-0 B).
Robert Murphy,reached on a fielder's choice (0-2 FFFF); A. Hicks out at second ss to 2b.
Alexey Stout,struck out swinging (1-2 FFBS).
Brendan Laqui,doubled to right center (0-1 F).
Brendan Laqui,advanced to third on a throwing error by p.
Jack Pistner,struck out looking (1-2 BKFK).
Matthew Vivona,to 3b for W. Bercaw.
Jack Amirata,pinch hit for T. Neels.
Jack Amirata,struck out looking (2-2 BBSS).
Adam Hicks,flied out to cf (0-0).
Robert Murphy,singled down the lf line (2-2 BBFKF).
Robert Murphy,advanced to second on a wild pitch.
Alexey Stout,walked (3-2 BKFBBB); R. Murphy advanced to third on a wild pitch.
Matt Nichols,to cf for J. Amirata.
Adam Hicks,to rf.
Brendan Laqui,walked (3-2 FBBFBFFB).
Jack Pistner,"flied out to ss, SF, RBI (3-1 BBBF); B. Laqui scored."
Liam Gregory,pinch hit for M. Nichols.
Liam Gregory,flied out to 3b (0-0).
Jack Pistner,lined out to lf.
Jack Burke,flied out to cf to left center.
Adam Hicks,lined out to 2b.
Robert Murphy,grounded out to 2b.
Brian Andersen,walked.
Alexey Stout,fouled out to 1b.
Jack Pistner,grounded out to ss; W. Bercaw advanced to third.
Jack Burke,"reached on an error by rf, advanced to second, RBI; W. Bercaw scored, unearned."
Jack Burke,stole third.
Adam Hicks,"singled to left field, RBI; T. Neels scored, unearned."
Adam Hicks,stole second.
Robert Murphy,walked.
Robert Murphy,stole second; A. Hicks stole third.
Brian Andersen,struck out swinging.
Connor Stewart,to p for C. Wong.
Alexey Stout,struck out swinging.
Jack Pistner,"singled to right field, RBI; D. Preziuso scored."
Jack Burke,lined out to 2b.
Adam Hicks,grounded into double play 3b to 2b to 1b; T. Neels out on the play.
Robert Murphy,walked.
Brian Andersen,walked; R. Murphy advanced to second.
Alexey Stout,reached on an error by 2b; B. Andersen advanced to second; R. Murphy advanced to third.
Ryan Wootten,to p for C. Stewart.
Jack Pistner,"homered to right center, RBI."
Jack Burke,struck out swinging.
Adam Hicks,doubled to left center.
Robert Murphy,lined out to lf.
Brett Townsley,to p for P. Clementi.
Brian Andersen,flied out to cf to right center.
Alexey Stout,singled to left field.
Alexey Stout,stole second.
Jack Pistner,flied out to lf.
Jack Burke,flied out to lf.
Adam Hicks,grounded out to ss.
Tyler Lizell,to p for Francesconi.
Robert Murphy,walked.
Alexey Stout,popped up to ss.
Jack Pistner,lined out to cf.
Jack Burke,reached on a throwing error by ss (2-2 KBBK).
Jack Burke,"out at second c to ss, caught stealing."
Jack Pistner,struck out swinging (3-2 BKBBKS).
Adam Hicks,doubled down the lf line (2-2 KBFB).
Robert Murphy,struck out swinging (1-2 BKKS).
Alexey Stout,grounded out to ss (0-0).
Brendan Laqui,singled to left field (3-2 BBBKF).
Brendan Laqui,"advanced to second on a fielding error by 1b, advanced to third, failed pickoff attempt."
Matthew Vivona,"grounded out to ss, RBI (3-2 BBBKKF); B. Laqui scored, unearned."
Jack Burke,"reached on a throwing error by 3b, SAC, bunt (0-0); D. Preziuso advanced to second."
Jack Pistner,"struck out swinging (1-2 BKKS); J. Burke out at second c to ss, caught stealing."
Adam Hicks,"popped up to p, bunt (0-0)."
Robert Murphy,flied out to cf (2-2 BBKK).
Alexey Stout,walked (3-1 BBBKB).
Brendan Laqui,struck out looking (1-2 FKBK).
Matthew Vivona,flied out to cf (2-2 KBFFB).
Tyler Hillson,to p for E. Ofeck.
Jack Burke,singled to left center (3-1 BFBB).
Jack Pistner,singled to left field (1-2 KBF); J. Burke advanced to second.
Adam Hicks,"flied out to lf, SF, RBI (1-1 KB); J. Burke scored."
Robert Murphy,struck out swinging (1-2 SKFBS).
Alexey Stout,walked (3-2 BFKBFFBB); E. Ajewole advanced to second; J. Pistner advanced to third.
Brendan Laqui,struck out looking (2-2 BSBFK).
Zach Klein,to p for T. Hillson.
Matthew Vivona,grounded out to 2b (2-2 KKBB).
Jack Burke,singled to third base (1-1 FB); D. Preziuso advanced to second.
Jack Pistner,"singled through the right side, advanced to second on the throw, RBI; J. Burke advanced to third; D. Preziuso scored."
Adam Hicks,grounded out to ss (0-0).
Robert Murphy,walked (3-2 FBBSBFB).
Alexey Stout,singled to right field (1-1 BF); R. Murphy advanced to third.
Liam Gregory,pinch hit for B. Laqui.
Liam Gregory,struck out looking (3-2 KBBFBK).
Sean Stites,pinch ran for K. Clausius.
Jack Burke,popped up to 2b (0-2 KF).
Brian Andersen,to c for L. Gregory.
Ryan Kunst,to p for Z. Klein.
Jack Pistner,flied out to lf (2-0 BB).
Will Stellato,pinch hit for R. Murphy.
Will Stellato,"singled down the lf line, RBI (1-2 FBF); K. Crozier advanced to second; E. Ajewole scored."
Alexey Stout,"reached on a fielding error by ss, advanced to second (1-2 BFK); W. Stellato advanced to third; K. Crozier scored, unearned."
Brian Andersen,struck out swinging (0-2 KKFS).
Jack Burke,struck out swinging (1-2 BKKS).
Jack Pistner,struck out swinging (1-2 BSFS).
Adam Hicks,fouled out to c (3-1 FBBB).
Alexey Stout,flied out to rf (1-0 B).
Robert Murphy,grounded out to 2b (0-2 KF).
Brendan Laqui,flied out to lf (3-1 BBBK).
Jack Burke,struck out swinging (3-2 SBFBBS).
Jack Pistner,fouled out to 3b (3-1 BBBK).
Adam Hicks,popped up to 2b (0-0).
Alexey Stout,grounded out to 3b (3-2 FFBBBF).
Robert Murphy,walked (3-2 KBFBBFB).
Brendan Laqui,hit by pitch (0-0); R. Murphy advanced to second.
Jack Burke,flied out to rf (3-1 KBBB).
Matt Nichols,to cf for J. Burke.
Adam Hicks,to rf.
Jack Pistner,singled up the middle (1-2 KFB).
Will Stellato,pinch hit for A. Hicks.
Will Stellato,singled to left field (1-2 BKSF); E. Ajewole advanced to second.
Alexey Stout,struck out swinging (0-2 SFS).
Robert Murphy,flied out to lf (1-2 BKS).
Matt Nichols,to rf.
Will Stellato,to cf.
Brendan Laqui,struck out swinging (1-2 SBKFS).
Matt Nichols,"singled to left field, RBI (2-2 BKSB); D. Preziuso advanced to third; K. Crozier scored."
Jack Pistner,"singled down the rf line, RBI (2-2 BSBS); M. Nichols advanced to third; D. Preziuso scored."
Jack Pistner,stole second.
Will Stellato,"flied out to cf, SF, RBI (0-0); M. Nichols scored."
Alexey Stout,flied out to cf (2-0 BB).
Matthew Vivona,to 3b for K. Crozier.
James Weedon,to p for WilkieViscio.
Robert Murphy,popped up to 3b (0-0).
Brendan Laqui,singled to pitcher (1-1 BF).
Brendan Laqui,stole second.
Matthew Vivona,"singled to left field, RBI (1-2 KBKF); B. Laqui scored."
Matt Nichols,struck out swinging (2-2 BKFBS).
Jack Pistner,"singled up the middle, RBI (2-0 BB); D. Preziuso advanced to third; M. Vivona scored."
Jack Pistner,stole second.
Will Stellato,walked (3-1 BBSBB); E. Ajewole advanced to second; J. Pistner advanced to third.
Alexey Stout,struck out swinging (2-2 KBBFS).
Will Stellato,reached on a fielder's choice to shortstop (0-0); D. Preziuso out at second ss to 2b.
Jack Pistner,struck out looking (1-2 FSBK).
Will Stellato,stole second.
Brian Andersen,popped up to 2b (1-2 KKB).
Robert Murphy,flied out to lf (1-2 FKFFB).
Matthew Vivona,doubled to left field (3-2 BBBKK).
Matt Nichols,"grounded out to p, SAC (0-0); M. Vivona advanced to third."
Will Stellato,"flied out to cf, SF, RBI (0-2 FSF); M. Vivona scored."
Jack Pistner,flied out to cf (0-0).
Brian Andersen,struck out swinging (0-2 KKS).
Connor Stewart,to p for C. Wong.
Robert Murphy,singled to left field (0-2 KF).
Matthew Vivona,grounded into double play ss to 2b to 1b (0-2 KK); R. Murphy out on the play.
Matt Nichols,popped up to 2b (2-1 BKB).
Will Stellato,flied out to lf (1-0 B).
Jack Pistner,walked (3-1 BBBKB); D. Preziuso advanced to second.
Jack Pistner,"stole second, advanced to third on a throwing error by c; D. Preziuso stole third, scored on the error."
Alexey Stout,pinch ran for K. Crozier.
Alexey Stout,advanced to second on a wild pitch.
Brian Andersen,flied out to rf (3-2 BKBBFF).
Jack Pistner,to 1b.
Alexey Stout,to 2b.
Robert Murphy,reached on a throwing error by 3b (3-2 KKBFBB).
Robert Murphy,"out at second c to 2b, caught stealing."
Matthew Vivona,walked (3-1 KBBBB).
Matt Nichols,popped up to 2b (3-1 KBBB).
Tyler Lizell,to p for C. Stewart.
Will Stellato,grounded out to 3b (3-2 BKBSBF).
Jack Pistner,flied out to cf (2-2 BKFB).
Jack Burke,pinch hit for A. Stout.
Jack Burke,walked (3-2 SBBBFB).
Jack Burke,advanced to second on a throwing error by c; E. Ajewole scored on the error.
Brian Andersen,walked (3-2 BBKKFFBB).
Robert Murphy,walked (3-0 BBBB); B. Andersen advanced to second; J. Burke advanced to third.
Matthew Vivona,popped up to ss (1-1 KB).
Matthew Vivona,to 2b.
Adam Hicks,pinch hit for M. Nichols.
Adam Hicks,doubled to right field (1-2 BKKF).
Will Stellato,"singled to third base, bunt (0-0); D. Preziuso advanced to second; A. Hicks advanced to third."
Jack Pistner,reached on a fielder's choice up the middle (1-1 BF); W. Stellato advanced to second; D. Preziuso advanced to third; A. Hicks out at home cf to c.
Will Stellato,flied out to rf (1-0 B).
Jack Burke,walked (3-1 BBBKB); D. Preziuso advanced to second.
Jack Pistner,grounded out to 2b (1-1 KB); J. Burke advanced to second; D. Preziuso advanced to third.
Brian Andersen,flied out to rf (3-2 KBBBK).
Robert Murphy,reached on a fielding error by 2b (1-2 BKFFF).
Alexey Stout,hit by pitch (1-1 KB); R. Murphy advanced to second.
Will Stellato,infield fly to 1b (2-2 SFBFFFFBF).
Jack Burke,reached on a fielder's choice to third base (0-2 FF); D. Preziuso advanced to second; A. Stout advanced to third; R. Murphy out at third 3b unassisted.
Jack Pistner,tripled to right field (1-0 B).
Brian Andersen,walked (3-2 FKBBBB).
Robert Murphy,popped up to ss (1-2 KBF).
Alexey Stout,flied out to cf (2-1 BBF).
Will Stellato,lined out to ss (2-0 BB).
Jack Burke,flied out to lf (0-0).
Brett Townsley,to p for B. Trotta.
Jack Pistner,struck out swinging (0-2 SFFS).
Brian Andersen,flied out to cf (1-1 BK).
Ryan Wootten,to p for B. Townsley.
Robert Murphy,flied out to rf (0-1 K).
Alexey Stout,doubled to left field (2-1 KBB).
Will Stellato,struck out swinging (1-2 KBFS).
Jack Burke,hit by pitch (1-0 B).
Jack Pistner,"singled to right center, 2 RBI, advanced to second on the throw (0-0); J. Burke advanced to third; D. Preziuso scored; A. Stout scored."
Brian Andersen,grounded out to ss (2-0 BB).
Robert Murphy,walked (3-2 BBBKKB).
Alexey Stout,"reached on a dropped fly by lf, advanced to second (0-0); R. Murphy scored on the error, unearned."
Will Stellato,reached on a fielder's choice to third base (0-0); D. Preziuso advanced to second; A. Stout out at third 3b unassisted.
James Weedon,to p for R. Wootten.
Jack Burke,flied out to rf (0-0).
Jack Pistner,struck out looking (1-2 BFFK).
Matthew Vivona,to 3b for K. Crozier.
Adam Hicks,pinch hit for T. Neels.
Adam Hicks,grounded out to ss (0-2 KK).
Robert Murphy,walked (3-1 FBBBB).
Adam Hicks,singled to right field (0-1 K); D. Preziuso advanced to third.
Adam Hicks,stole second.
Jack Pistner,"singled to first base, RBI (1-1 KB); A. Hicks advanced to third; D. Preziuso scored."
Jack Burke,struck out looking (2-2 SBSBK).
Will Stellato,struck out swinging (0-2 SSS).
Alexey Stout,struck out swinging (1-2 FKBS).
Brendan Laqui,popped up to 2b (1-2 FFB).
Robert Murphy,singled up the middle (3-2 KBBFB).
Matthew Vivona,to 3b for K. Crozier.
Brett Townsley,to p for C. Stewart.
Adam Hicks,lined out to lf (0-1 F).
Jack Pistner,singled to left field (2-1 BBF).
Jack Burke,singled to right center (1-0 B); J. Pistner advanced to third.
Will Stellato,grounded into double play ss to 2b to 1b (0-0); J. Burke out on the play.
Matt Nichols,to cf for W. Stellato.
Zach Klein,to p for P. Clementi.
Matthew Vivona,struck out swinging (2-2 BBKKS).
Alexey Stout,struck out swinging (1-2 BSFS).
Brendan Laqui,singled to left field (3-2 BBBKF).
Brendan Laqui,stole second.
Robert Murphy,walked (3-2 BBKBKB).
Adam Hicks,"struck out swinging, out at first c to 1b (3-2 KBBBKS)."
Jack Pistner,walked (3-1 KBBBB).
Jack Burke,walked (3-1 BKBBB); J. Pistner advanced to second.
Matt Nichols,grounded into double play ss to 2b to 1b (2-2 BKBK); J. Burke out on the play.
Matthew Vivona,flied out to cf (0-0).
Brendan Laqui,struck out swinging (2-2 BSFBS).
Jack Pistner,to 2b.
Robert Murphy,walked (3-0 BBBB).
Adam Hicks,lined into double play 3b to 2b (0-2 KF); R. Murphy out on the play.
Jack Pistner,"homered to right field, RBI (0-0); D. Preziuso scored."
Jack Burke,reached on a fielding error by 3b (0-0).
Jack Burke,"out at second c to 2b, caught stealing."
Matt Nichols,walked (3-2 BBBKFB).
Matthew Vivona,walked (3-2 BBKFFBB); M. Nichols advanced to second.
Brendan Laqui,fouled out to 1b (1-1 FB).
Robert Murphy,walked (3-1 KBBBB).
Adam Hicks,struck out swinging (0-2 KKS).
Jack Pistner,walked (3-2 KBFBBB).
Jack Burke,struck out looking (0-2 KSFK).
Ryan Kunst,to p for A. Dadio.
Jack Pistner,singled through the right side (1-1 KB); E. Ajewole advanced to second.
Adam Hicks,singled to left center (2-2 FBSB).
Brian Andersen,fouled out to 1b (0-1 K).
Robert Murphy,struck out looking (1-2 KKBK).
Matthew Vivona,reached on a fielder's choice to shortstop (2-1 BBK); A. Hicks out at second ss to 2b.
Jack Pistner,"homered to left center, 2 RBI (0-0); D. Preziuso scored."
Adam Hicks,grounded out to 3b (2-0 BB).
Brian Andersen,flied out to rf (1-2 KBK).
Robert Murphy,grounded out to ss (0-0).
Matthew Vivona,struck out looking (1-2 BFFK).
Jack Pistner,flied out to cf (0-0).
Zach Klein,to p for WilkieViscio.
Adam Hicks,walked (3-2 BFFBBB).
Alexey Stout,pinch hit for B. Andersen.
Alexey Stout,struck out looking (2-2 KFBFBFFK).
Robert Murphy,doubled to left center (0-2 FK); A. Hicks advanced to third.
Matthew Vivona,struck out swinging (2-2 BSBFS).
Brendan Laqui,to c for A. Stout.
Will Stellato,to p for Z. Klein.
Jack Pistner,grounded out to 1b unassisted (1-0 B).
Jack Burke,pinch hit for K. Clausius.
Jack Burke,"homered to left center, RBI (1-0 B)."
Tex Detroyer,to p for W. Stellato.
Liam Gregory,pinch hit for A. Hicks.
Liam Gregory,flied out to ss (3-2 BBKBKF).
Matt Nichols,pinch hit for B. Laqui.
Matt Nichols,struck out swinging (1-2 KKFBS).
